state,program_type,grad_100,grad_100_rate
California,4y bach,38.8,41.3
California,4y bach,37.44,38.05
California,4y bach,55.63,41.82
California,4y bach,45.24,38.45
California,4y bach,59.08,40.54
California,4y bach,25.92,35.25
California,4y bach,57.71,35.67
California,4y bach,48.75,38.45
California,4y bach,43.66,41.07
California,4y bach,67.94,38.87
California,4y bach,24.35,39.28
California,4y bach,50.33,33.07
California,4y bach,58.87,40.28
California,4y bach,30.66,34.06
California,4y bach,43.61,41.39
California,4y bach,53.15,37.93
California,4y bach,39.88,34.92
California,4y bach,43.92,34.8
Colorado,4y bach,27.73,35.24
Colorado,4y bach,27.46,36.92
Colorado,4y bach,46.43,38.19
Colorado,4y bach,60.42,41.7
Colorado,4y bach,43.42,37.4
Colorado,4y bach,41.55,42.59
Colorado,4y bach,35.92,42.7
Colorado,4y bach,37.82,42.38
Colorado,4y bach,48.42,41.71
Colorado,4y bach,59.98,33.88
Colorado,4y bach,57.91,33.65
Colorado,4y bach,63.67,42.28
Colorado,4y bach,62.66,38.35
Colorado,4y bach,51.52,35.34
Colorado,4y bach,33.89,38.18
Colorado,4y bach,62.79,34.23
Colorado,4y bach,37.37,40.87
Colorado,4y bach,24.59,38.18
Colorado,4y bach,62.3,40.67
Colorado,4y bach,66.61,38.57
Colorado,4y bach,31.73,35.93
Colorado,4y bach,35.38,39.82
Colorado,4y bach,25.13,40.25
Colorado,4y bach,52.17,40.11
Colorado,4y bach,47.41,34.72
Colorado,4y bach,50.12,35.88
Colorado,4y bach,56.75,40.72
Colorado,4y bach,35.41,34.17
Colorado,4y bach,54.68,35.29
Colorado,4y bach,40.33,41.21
Colorado,4y bach,35.89,36.2
Colorado,4y bach,40.57,33.06
Colorado,4y bach,57.12,36.53
Colorado,4y bach,37.77,39.43
Colorado,4y bach,32.65,41.67
Colorado,4y bach,23.18,37.19
Colorado,4y bach,24.9,40.64
Colorado,4y bach,47.98,33.5
Colorado,4y bach,32.82,34.09
Colorado,4y bach,38.84,41.74
Colorado,4y bach,61.24,36.1
Colorado,4y bach,64.27,37.93
Colorado,4y bach,47.02,42.02
Colorado,4y bach,42.06,39.98
Colorado,4y bach,47.97,36.74
Colorado,4y bach,50.47,38.39
Colorado,4y bach,36.14,35.81
Colorado,4y bach,45.31,35.52
Colorado,4y bach,31.89,41.66
Colorado,4y bach,37.56,33.97
Colorado,4y bach,34.96,39.78
Colorado,4y bach,61.5,40.05
Colorado,4y bach,65.01,35.52
Colorado,4y bach,27.09,38.2
Colorado,4y bach,33.16,40.8
Colorado,4y bach,66.4,33.48
Colorado,4y bach,24.54,33.07
Colorado,4y bach,54.4,41.76
Colorado,4y bach,44.28,36.4
Colorado,4y bach,58.97,38.89
Colorado,4y bach,42.48,36.45
Colorado,4y bach,49.26,37.83
Colorado,4y bach,67.56,36.63
Colorado,4y bach,37.73,40.04
Colorado,4y bach,28.56,34.37
Colorado,4y bach,35.41,39.1
Colorado,4y bach,27.09,36.22
Colorado,4y bach,27.6,41.15
Colorado,4y bach,31.78,38.76
Colorado,4y bach,49.85,35.12
Colorado,4y bach,67.63,38.99
Colorado,4y bach,23.17,34.79
Colorado,4y bach,32.27,37.47
Colorado,4y bach,59.06,33.26
Colorado,4y bach,31.76,39.24
Colorado,4y bach,40.54,34.02
Colorado,4y bach,46.44,41.52
Colorado,4y bach,52.12,38.62
Colorado,4y bach,56.74,36.67
Colorado,4y bach,58.79,34.71
Colorado,4y bach,51.9,33.87
Colorado,4y bach,52.01,33.53
Colorado,4y bach,33.41,39.36
Colorado,4y bach,62.69,35
Colorado,4y bach,34.71,33.98
Colorado,4y bach,28.89,36.34
Colorado,4y bach,60.15,37.32
Colorado,4y bach,26.72,34.2
Colorado,4y bach,33.37,35.22
Colorado,4y bach,30.22,39.39
Colorado,4y bach,26.78,38.21
Colorado,4y bach,51.01,35.73
Colorado,4y bach,49.82,38.03
Colorado,4y bach,61.15,39.39
Colorado,4y bach,29.28,35.9
Colorado,4y bach,46.9,38.79
Colorado,4y bach,55.88,38.88
Colorado,4y bach,35.44,33.19
Colorado,4y bach,66.96,39.15
Colorado,4y bach,30.42,34.04
Colorado,4y bach,25.84,39.79
Colorado,4y bach,51.81,36.15
Colorado,4y bach,60.13,33.67
Colorado,4y bach,36.72,39.4
Colorado,4y bach,36.77,36.6
Colorado,4y bach,38.93,34.77
Colorado,4y bach,39.92,42.4
Colorado,4y bach,58.15,35.87
Colorado,4y bach,40.12,42.62
Colorado,4y bach,28.39,36.85
Colorado,4y bach,33.3,41.39
Colorado,4y bach,45.14,38.76
Colorado,4y bach,60.95,34.24
Colorado,4y bach,50.84,42.44
Colorado,4y bach,54.51,39.01
Colorado,4y bach,38.34,36.87
Colorado,4y bach,37.98,41.35
Colorado,4y bach,45.39,42.33
Colorado,4y bach,27.89,35.72
Colorado,4y bach,45.67,41.32
Colorado,4y bach,44.04,33.4
Colorado,4y bach,40.12,39.94
Colorado,4y bach,32.48,40.31
Colorado,4y bach,60.03,41.4
Colorado,4y bach,62.41,35.49
Colorado,4y bach,60.52,40.42
Colorado,4y bach,57.16,39.05
Colorado,4y bach,23.85,37.12
Colorado,4y bach,31.47,38.33
Colorado,4y bach,56.33,38.57
Colorado,4y bach,48.74,34.13
Colorado,4y bach,24.93,33.84
Colorado,4y bach,27.36,35.44
Colorado,4y bach,65.75,38.65
Colorado,4y bach,28.77,39.75
Colorado,4y bach,52.04,39.28
Colorado,4y bach,46.16,38.79
Colorado,4y bach,30.9,41.73
Colorado,4y bach,27.21,37.2
Colorado,4y bach,49.58,34.44
Colorado,4y bach,65.19,42.13
Colorado,4y bach,45.43,36.23
Colorado,4y bach,49.93,39.44
Colorado,4y bach,30.05,37.19
Colorado,4y bach,51.99,33.26
Colorado,4y bach,60.29,35.84
Colorado,4y bach,40.29,38.94
Colorado,4y bach,62.67,39.14
Colorado,4y bach,31.2,40.44
Colorado,4y bach,38.92,38.33
Colorado,4y bach,32.65,42.23
Colorado,4y bach,42.83,38.95
Colorado,4y bach,36.78,41.33
Colorado,4y bach,38.46,41.49
Colorado,4y bach,64.58,34.61
Colorado,4y bach,29.11,38.96
Colorado,4y bach,34.09,40.35
Colorado,4y bach,39.01,35
Colorado,4y bach,57,34.98
Colorado,4y bach,27.26,36.46
Colorado,4y bach,47.17,42.08
Colorado,4y bach,66.14,40.42
Connecticut,4y bach,44.76,34.24
Connecticut,4y bach,42.29,39.17
Connecticut,4y bach,66.75,39.57
Connecticut,4y bach,25.56,34.2
Connecticut,4y bach,67.08,42.25
Connecticut,4y bach,27.4,33.03
Connecticut,4y bach,51.81,36.49
Connecticut,4y bach,23.33,36.14
Connecticut,4y bach,36.9,33.14
Connecticut,4y bach,23.19,36.03
Connecticut,4y bach,54.63,35.86
Connecticut,4y bach,67.88,34.18
Connecticut,4y bach,66.7,40.72
Connecticut,4y bach,50.18,39.25
Connecticut,4y bach,43.02,42.83
Connecticut,4y bach,62.97,39.6
Connecticut,4y bach,63.17,40.59
Connecticut,4y bach,28.64,40.82
Connecticut,4y bach,31.57,34.4
Connecticut,4y bach,49.47,42.05
Connecticut,4y bach,48.6,41.68
Connecticut,4y bach,34.65,39.71
Connecticut,4y bach,60.93,41.28
Connecticut,4y bach,39.29,37.84
Connecticut,4y bach,29.23,33.24
Connecticut,4y bach,38.83,38.2
Connecticut,4y bach,59.82,38.85
Connecticut,4y bach,65.02,37.41
Connecticut,4y bach,32.24,33.73
Connecticut,4y bach,58.22,36.79
Connecticut,4y bach,24.78,42.02
Connecticut,4y bach,33.73,37.73
Connecticut,4y bach,61.39,38.72
Connecticut,4y bach,54.4,39.02
Connecticut,4y bach,59.46,41.21
Connecticut,4y bach,56.31,33.06
Connecticut,4y bach,39.35,35.51
Connecticut,4y bach,42.39,38
Connecticut,4y bach,64.62,36.76
Connecticut,4y bach,29.61,38.78
Connecticut,4y bach,45.68,34.43
Connecticut,4y bach,34.05,36.15
Connecticut,4y bach,62.41,41.52
Connecticut,4y bach,46.71,39.6
Connecticut,4y bach,62.01,42.5
Connecticut,4y bach,64.53,39.68
Connecticut,4y bach,33.21,33.55
Connecticut,4y bach,25.41,36.08
Connecticut,4y bach,39.59,36.13
Connecticut,4y bach,57.3,33.57
Connecticut,4y bach,35.39,42.84
Connecticut,4y bach,49.78,33.25
Connecticut,4y bach,39.92,39.23
Connecticut,4y bach,41.64,42.38
Connecticut,4y bach,59.77,40.79
Connecticut,4y bach,37.49,38.12
Connecticut,4y bach,62.66,41.96
Connecticut,4y bach,45.82,40.02
Connecticut,4y bach,54.44,35.9
Connecticut,4y bach,49.25,34.49
Connecticut,4y bach,33.09,37.96
Connecticut,4y bach,44.91,37.84
Connecticut,4y bach,37.33,40.93
Connecticut,4y bach,67.5,33.01
Connecticut,4y bach,62.67,38.16
Connecticut,4y bach,67.27,38.82
Connecticut,4y bach,31.22,38.62
Connecticut,4y bach,46.06,37.87
Connecticut,4y bach,64.06,39.71
Connecticut,4y bach,59.93,40
Connecticut,4y bach,49.98,36.38
Connecticut,4y bach,30.07,38.01
Connecticut,4y bach,53.37,41.94
Connecticut,4y bach,59.04,33.49
Connecticut,4y bach,29.79,33.68
Connecticut,4y bach,44.52,35.5
Connecticut,4y bach,44.76,39.72
Connecticut,4y bach,49.63,40.55
Connecticut,4y bach,64.72,36.47
Connecticut,4y bach,59.34,35.78
Connecticut,4y bach,54.81,42.03
Connecticut,4y bach,61.42,41.48
Connecticut,4y bach,33.75,42.21
Connecticut,4y bach,44.85,39.68
Connecticut,4y bach,58.11,33.71
Connecticut,4y bach,58.71,38.03
Connecticut,4y bach,59.51,40.56
Connecticut,4y bach,37.44,41.93
Connecticut,4y bach,47.51,35.22
Connecticut,4y bach,41.48,39.37
Connecticut,4y bach,43.62,34.87
Connecticut,4y bach,65.44,33.58
Connecticut,4y bach,51.14,35.71
Connecticut,4y bach,64.72,38.25
Connecticut,4y bach,34.74,37.24
Connecticut,4y bach,23.34,33.93
Connecticut,4y bach,60.92,34.87
Connecticut,4y bach,53.42,35.46
Connecticut,4y bach,35.74,37.22
Connecticut,4y bach,48.11,34.5
Connecticut,4y bach,62.1,33.47
Connecticut,4y bach,54.25,33.08
Connecticut,4y bach,36.4,38.36
Connecticut,4y bach,29.23,37.71
Connecticut,4y bach,67.93,38.66
Connecticut,4y bach,57.03,34.58
Connecticut,4y bach,63.96,34.93
Connecticut,4y bach,52.28,34.39
Connecticut,4y bach,64.1,34.36
Connecticut,4y bach,44.06,40.15
Connecticut,4y bach,55.91,39.43
Connecticut,4y bach,29.14,34.15
Connecticut,4y bach,40.06,38.24
Connecticut,4y bach,67.96,38.87
Connecticut,4y bach,58.3,34.4
Connecticut,4y bach,29.66,33.53
Connecticut,4y bach,35.73,39.84
Connecticut,4y bach,46.55,41.55
Connecticut,4y bach,35.29,37.82
Connecticut,4y bach,44,39.93
Connecticut,4y bach,37.34,37.35
Connecticut,4y bach,51.5,36.01
Connecticut,4y bach,26.58,33.66
Connecticut,4y bach,44.04,36.46
Connecticut,4y bach,40.14,40.23
Connecticut,4y bach,56.55,35.89
Connecticut,4y bach,49.93,36.71
Connecticut,4y bach,44.69,33.97
Connecticut,4y bach,37.12,36.21
Connecticut,4y bach,49.5,41.16
Connecticut,4y bach,24.07,36.6
Connecticut,4y bach,54.32,35.3
Connecticut,4y bach,40.3,39.6
Connecticut,4y bach,52.65,34.93
Connecticut,4y bach,27.79,33.2
Connecticut,4y bach,48.78,39.11
Connecticut,4y bach,41.12,41.86
Connecticut,4y bach,44.46,38.82
Connecticut,4y bach,66.05,39.6
Connecticut,4y bach,29.77,42.16
Connecticut,4y bach,28.02,39.17
Connecticut,4y bach,67.93,39.32
Connecticut,4y bach,25.12,38.27
Connecticut,4y bach,66.46,40.08
Connecticut,4y bach,38.18,40.3
Connecticut,4y bach,42.47,34.33
Connecticut,4y bach,38.28,37.26
Connecticut,4y bach,39.89,33.12
Connecticut,4y bach,27.19,36.65
Connecticut,4y bach,62.85,42.57
Connecticut,4y bach,59.75,40.02
Connecticut,4y bach,45.2,38.91
Connecticut,4y bach,35.2,36.9
Connecticut,4y bach,27.36,40.24
Connecticut,4y bach,62.4,35.96
Connecticut,4y bach,52.03,39.52
Connecticut,4y bach,49.31,40.26
Connecticut,4y bach,61.85,39.34
Connecticut,4y bach,26.51,39.43
Connecticut,4y bach,51.77,34.37
Connecticut,4y bach,32.64,33.22
Connecticut,4y bach,53.7,34.19
Delaware,4y bach,24.95,38.76
Delaware,4y bach,49.79,41.68
Delaware,4y bach,55.65,35.28
Delaware,4y bach,37.19,35.06
Delaware,4y bach,44.97,36.82
Delaware,4y bach,66.32,34.95
Delaware,4y bach,38.37,35.47
Delaware,4y bach,46.86,42.24
Delaware,4y bach,43.91,42.61
Delaware,4y bach,47.01,38.6
Delaware,4y bach,66.14,41.55
Delaware,4y bach,65.29,35.99
Delaware,4y bach,65.5,38.37
Delaware,4y bach,51.27,38.15
Delaware,4y bach,40.17,39.25
Delaware,4y bach,30.08,36.9
Delaware,4y bach,53.94,34.76
Delaware,4y bach,26.47,41.73
Delaware,4y bach,38.51,38.99
Delaware,4y bach,55.45,36.35
Delaware,4y bach,24.28,41.25
Delaware,4y bach,59.8,33.35
Delaware,4y bach,26.81,33.5
Delaware,4y bach,25.14,42.44
Delaware,4y bach,42.83,41.75
Delaware,4y bach,32.34,39.56
Delaware,4y bach,34.54,37.24
Delaware,4y bach,44.57,40.73
Delaware,4y bach,63.01,39.95
Delaware,4y bach,31.05,40.25
Delaware,4y bach,49.96,38.82
Delaware,4y bach,40.69,39.62
Delaware,4y bach,54.26,37.77
Delaware,4y bach,25.42,38.38
Delaware,4y bach,57.15,35.66
Delaware,4y bach,65.95,36.5
Delaware,4y bach,60.18,38.46
Delaware,4y bach,23.11,38.15
Delaware,4y bach,36.01,39.48
Delaware,4y bach,28.33,40.77
Delaware,4y bach,25.94,39.44
Delaware,4y bach,54.39,38.31
Delaware,4y bach,31.58,42.38
Delaware,4y bach,62.63,39.59
Delaware,4y bach,36.65,39.36
Delaware,4y bach,60.12,34.16
Delaware,4y bach,41.83,36.89
Delaware,4y bach,29.23,39.37
Delaware,4y bach,52.6,41.16
Delaware,4y bach,42.63,37.82
Delaware,4y bach,52.84,41.45
Delaware,4y bach,54.38,40.81
Delaware,4y bach,28.97,39.38
Delaware,4y bach,64.17,37.11
Delaware,4y bach,43.53,36.55
Delaware,4y bach,29.87,33.38
Delaware,4y bach,32.12,40.52
Delaware,4y bach,35.24,41.05
Delaware,4y bach,64.37,35.54
Delaware,4y bach,35.08,39.29
Delaware,4y bach,55.41,42.49
Delaware,4y bach,66.29,42.32
Delaware,4y bach,24.93,35.82
Delaware,4y bach,23.04,34.11
Delaware,4y bach,23.51,42.29
Delaware,4y bach,65.69,39.16
Delaware,4y bach,38.71,39.97
Delaware,4y bach,56.43,41.39
Delaware,4y bach,62.73,33.32
Delaware,4y bach,35.82,39.01
Delaware,4y bach,34.02,40.09
Delaware,4y bach,25.29,41.67
Delaware,4y bach,47.04,39.1
Delaware,4y bach,40.05,38.31
Delaware,4y bach,28.07,36.32
Delaware,4y bach,57.9,35.4
Delaware,4y bach,60.98,36.21
Delaware,4y bach,55.08,34.01
Delaware,4y bach,42.73,39.52
Delaware,4y bach,49.04,34.1
Delaware,4y bach,40.08,41.42
Delaware,4y bach,66.02,35.66
Delaware,4y bach,35.67,39.74
Delaware,4y bach,43.12,36.09
Delaware,4y bach,42.09,42.08
Delaware,4y bach,45.5,40.61
Delaware,4y bach,45.22,36.63
Delaware,4y bach,50.45,41.26
Delaware,4y bach,67.35,42.77
Delaware,4y bach,44.77,39.29
Delaware,4y bach,31.5,40.93
Delaware,4y bach,65.33,35.98
Delaware,4y bach,56.33,36.55
Delaware,4y bach,26.26,38.46
Delaware,4y bach,45.39,41.72
Delaware,4y bach,50.16,39.71
Delaware,4y bach,34.67,33.27
Delaware,4y bach,41.06,33.6
Delaware,4y bach,40.06,41.28
Delaware,4y bach,44.74,41.57
Delaware,4y bach,59.02,41.11
Delaware,4y bach,60.13,35.31
Delaware,4y bach,62.94,33.74
Delaware,4y bach,27.32,40.4
Delaware,4y bach,47.92,42.68
Delaware,4y bach,62.4,35.05
Delaware,4y bach,38.97,40.21
Delaware,4y bach,25.85,41.62
Delaware,4y bach,25.21,39.72
Delaware,4y bach,66.61,35.09
Delaware,4y bach,29.65,34.62
Delaware,4y bach,65.07,41.75
Delaware,4y bach,53.16,34.76
Delaware,4y bach,48.25,36.93
Delaware,4y bach,62.99,39.93
Delaware,4y bach,42.48,34.35
Delaware,4y bach,59.54,34.45
Delaware,4y bach,39.7,34.06
Delaware,4y bach,54.4,34.28
Delaware,4y bach,26.94,40.69
Delaware,4y bach,37.91,33.05
Delaware,4y bach,42.92,38.91
Delaware,4y bach,58.25,34.97
Delaware,4y bach,51.42,42.02
Delaware,4y bach,48.07,41.2
Delaware,4y bach,53.3,41.74
Delaware,4y bach,50.84,42.73
Delaware,4y bach,33.44,35.83
Delaware,4y bach,61.51,37.79
Delaware,4y bach,40.16,34.88
Delaware,4y bach,61.04,33.35
Delaware,4y bach,56.72,37.99
Delaware,4y bach,29.21,40.01
Delaware,4y bach,61.53,42.88
Delaware,4y bach,57.98,42.27
Delaware,4y bach,34.07,39.59
Delaware,4y bach,23.29,37.77
Delaware,4y bach,37.91,34.83
Delaware,4y bach,24.18,42.39
Delaware,4y bach,50.37,34.67
Delaware,4y bach,57.15,42.76
Delaware,4y bach,39.56,42.79
Delaware,4y bach,34.26,33.76
Delaware,4y bach,42.3,40.66
Delaware,4y bach,47.29,33.73
Delaware,4y bach,37.64,35.65
Delaware,4y bach,26.82,42.59
Delaware,4y bach,57.48,37.31
Delaware,4y bach,37.86,39.28
Delaware,4y bach,29.64,40.97
Delaware,4y bach,47.98,40.98
Delaware,4y bach,40.14,37.32
Delaware,4y bach,51.23,38.86
Delaware,4y bach,36.01,35.2
Delaware,4y bach,48.48,36.92
Delaware,4y bach,65.65,39.96
Delaware,4y bach,41.69,39.85
Delaware,4y bach,52.06,37.52
Delaware,4y bach,44.52,39.34
Delaware,4y bach,64.96,42.42
Delaware,4y bach,29.82,38.8
Delaware,4y bach,63.06,36.55
District of Columbia,4y bach,41.7,41.36
District of Columbia,4y bach,29.34,35.55
District of Columbia,4y bach,49.24,33.35
District of Columbia,4y bach,46.31,40.27
District of Columbia,4y bach,25.54,33.37
District of Columbia,4y bach,67.94,39.29
District of Columbia,4y bach,56.52,33.79
District of Columbia,4y bach,55.2,34.54
District of Columbia,4y bach,33.16,33.28
District of Columbia,4y bach,42.81,41.66
District of Columbia,4y bach,49.73,39.18
District of Columbia,4y bach,34.59,42.62
District of Columbia,4y bach,33.8,39.41
District of Columbia,4y bach,39.7,40.69
District of Columbia,4y bach,59.63,40.38
District of Columbia,4y bach,59.3,41.61
District of Columbia,4y bach,54.87,35.5
District of Columbia,4y bach,53.89,36.62
District of Columbia,4y bach,24.18,34.49
District of Columbia,4y bach,39.26,36.24
District of Columbia,4y bach,56.95,38.64
District of Columbia,4y bach,52.96,35.16
District of Columbia,4y bach,55.31,41.02
District of Columbia,4y bach,52.52,34.33
District of Columbia,4y bach,49.03,38.63
District of Columbia,4y bach,55.74,34.14
District of Columbia,4y bach,30.69,33.94
District of Columbia,4y bach,36.06,42.16
District of Columbia,4y bach,47.85,37.11
District of Columbia,4y bach,49.78,41.57
District of Columbia,4y bach,32.66,34.72
District of Columbia,4y bach,37.79,37.65
District of Columbia,4y bach,60.52,35.31
District of Columbia,4y bach,27.06,36.84
District of Columbia,4y bach,31.36,41.11
District of Columbia,4y bach,56.64,36.05
District of Columbia,4y bach,47.36,33.51
District of Columbia,4y bach,46.12,37.24
District of Columbia,4y bach,60.7,38.03
District of Columbia,4y bach,32.87,37.64
District of Columbia,4y bach,37.26,37.11
District of Columbia,4y bach,42.93,36.92
District of Columbia,4y bach,35.44,35.26
District of Columbia,4y bach,37.49,39.78
District of Columbia,4y bach,27.33,38.55
District of Columbia,4y bach,29.5,35.55
District of Columbia,4y bach,63.25,37.98
District of Columbia,4y bach,24.48,34.94
District of Columbia,4y bach,53.16,34.55
District of Columbia,4y bach,65.05,38.57
District of Columbia,4y bach,50.08,40.33
District of Columbia,4y bach,49.15,42.88
District of Columbia,4y bach,34.06,39.44
District of Columbia,4y bach,31.44,39.83
District of Columbia,4y bach,63.96,42.27
District of Columbia,4y bach,46.31,35.78
District of Columbia,4y bach,52.05,42.19
District of Columbia,4y bach,43.74,41.67
District of Columbia,4y bach,33.2,37.6
District of Columbia,4y bach,47.32,39.27
District of Columbia,4y bach,47.94,42.41
District of Columbia,4y bach,55.14,40.14
District of Columbia,4y bach,33.33,41.53
District of Columbia,4y bach,62.09,35.84
District of Columbia,4y bach,37.33,41.92
District of Columbia,4y bach,29.05,37.38
District of Columbia,4y bach,64.25,39.69
District of Columbia,4y bach,36.59,36.05
District of Columbia,4y bach,43.31,38.13
District of Columbia,4y bach,60.56,41.03
District of Columbia,4y bach,39.58,41.19
District of Columbia,4y bach,67.83,41.49
District of Columbia,4y bach,61.05,41.87
District of Columbia,4y bach,26.74,42.88
District of Columbia,4y bach,58.54,34.01
District of Columbia,4y bach,51.82,35.95
District of Columbia,4y bach,67.99,37.51
District of Columbia,4y bach,45.74,38.79
District of Columbia,4y bach,62.15,39.43
District of Columbia,4y bach,58.05,33.5
District of Columbia,4y bach,48,37.4
District of Columbia,4y bach,52.25,34.05
District of Columbia,4y bach,36.96,42.92
District of Columbia,4y bach,63.28,37.29
District of Columbia,4y bach,63.04,36.12
District of Columbia,4y bach,33.37,38.69
District of Columbia,4y bach,61.39,42.74
District of Columbia,4y bach,31.06,35.74
District of Columbia,4y bach,23.45,36.89
District of Columbia,4y bach,36.28,36.54
District of Columbia,4y bach,37.16,38.89
District of Columbia,4y bach,52.52,37.28
District of Columbia,4y bach,66.21,37.04
District of Columbia,4y bach,48.93,33.1
District of Columbia,4y bach,55.1,34.43
District of Columbia,4y bach,41.52,39.94
District of Columbia,4y bach,51.58,33.31
District of Columbia,4y bach,32.72,40.24
District of Columbia,4y bach,30.77,42.89
District of Columbia,4y bach,35.95,34.11
District of Columbia,4y bach,46.96,39.97
District of Columbia,4y bach,59.44,34.75
District of Columbia,4y bach,47.61,35.8
District of Columbia,4y bach,37.54,37.62
District of Columbia,4y bach,66.61,36.38
District of Columbia,4y bach,60.04,36.62
District of Columbia,4y bach,24.81,42.02
District of Columbia,4y bach,39.63,42.48
District of Columbia,4y bach,59.43,36.72
District of Columbia,4y bach,28.95,42.3
District of Columbia,4y bach,49.71,40.58
District of Columbia,4y bach,30.19,42.51
District of Columbia,4y bach,40.76,33.97
District of Columbia,4y bach,30.37,41.17
District of Columbia,4y bach,64.24,41.87
District of Columbia,4y bach,36.29,40.97
District of Columbia,4y bach,38.31,39.86
District of Columbia,4y bach,23.11,35.37
District of Columbia,4y bach,42.11,38.86
District of Columbia,4y bach,38.9,41.86
District of Columbia,4y bach,35.2,41.99
District of Columbia,4y bach,64.99,42.68
District of Columbia,4y bach,61.1,34.75
District of Columbia,4y bach,59.74,42.31
District of Columbia,4y bach,37.08,35.51
District of Columbia,4y bach,31.94,38.74
District of Columbia,4y bach,46.65,33.76
District of Columbia,4y bach,53.66,34.21
District of Columbia,4y bach,51.22,35.44
District of Columbia,4y bach,47.99,42.1
District of Columbia,4y bach,49.24,35.77
District of Columbia,4y bach,54.92,38.54
District of Columbia,4y bach,45.38,41.83
District of Columbia,4y bach,49.95,40.75
District of Columbia,4y bach,51.09,38.66
District of Columbia,4y bach,25.28,33.9
District of Columbia,4y bach,39.88,36.43
District of Columbia,4y bach,32.13,33.62
District of Columbia,4y bach,52.19,40.8
District of Columbia,4y bach,63.25,33.94
District of Columbia,4y bach,55.41,38.63
District of Columbia,4y bach,36.61,34.55
District of Columbia,4y bach,63.07,40.75
District of Columbia,4y bach,47.81,39.45
District of Columbia,4y bach,62.73,38.58
District of Columbia,4y bach,58.33,41.37
District of Columbia,4y bach,48.96,39.65
District of Columbia,4y bach,35.87,38.02
District of Columbia,4y bach,66.94,42.28
